,created_at,id,id_str,sentiment,School_reopening,2020Election,News_State_Economy,Policies_Mask_Safty,General_Critics,dominant_topic
7804,2020-08-09 17:21:39+00:00,1.29E+18,1.29E+18,1,0.03,0.51,0.03,0.4,0.03,1
7805,2020-08-09 17:21:29+00:00,1.29E+18,1.29E+18,1,0.05,0.54,0.05,0.31,0.05,1
7806,2020-08-09 17:21:23+00:00,1.29E+18,1.29E+18,0,0.2,0.2,0.2,0.2,0.2,0
7807,2020-08-09 17:21:20+00:00,1.29E+18,1.29E+18,1,0.03,0.72,0.03,0.03,0.2,1
7808,2020-08-09 17:21:04+00:00,1.29E+18,1.29E+18,0,0.04,0.84,0.04,0.04,0.04,1
7809,2020-08-09 17:20:58+00:00,1.29E+18,1.29E+18,0,0.02,0.24,0.02,0.37,0.35,3
7810,2020-08-09 17:20:58+00:00,1.29E+18,1.29E+18,-1,0.05,0.05,0.8,0.05,0.05,2
7811,2020-08-09 17:20:58+00:00,1.29E+18,1.29E+18,-1,0.05,0.05,0.27,0.05,0.57,4
7812,2020-08-09 17:20:49+00:00,1.29E+18,1.29E+18,1,0.03,0.29,0.42,0.24,0.03,2
7813,2020-08-09 17:20:47+00:00,1.29E+18,1.29E+18,0,0.2,0.2,0.2,0.2,0.2,0
7814,2020-08-09 17:20:41+00:00,1.29E+18,1.29E+18,1,0.03,0.3,0.3,0.34,0.03,3
7815,2020-08-09 17:20:35+00:00,1.29E+18,1.29E+18,-1,0.1,0.1,0.6,0.1,0.1,2
7816,2020-08-09 17:20:14+00:00,1.29E+18,1.29E+18,0,0.03,0.89,0.03,0.03,0.03,1
7817,2020-08-09 17:20:12+00:00,1.29E+18,1.29E+18,1,0.73,0.07,0.07,0.07,0.07,0
7818,2020-08-09 17:19:56+00:00,1.29E+18,1.29E+18,0,0.05,0.05,0.05,0.8,0.05,3
7819,2020-08-09 17:19:47+00:00,1.29E+18,1.29E+18,1,0.02,0.02,0.26,0.27,0.44,4
7820,2020-08-09 17:19:44+00:00,1.29E+18,1.29E+18,1,0.03,0.03,0.28,0.64,0.03,3
7821,2020-08-09 17:19:30+00:00,1.29E+18,1.29E+18,0,0.05,0.05,0.39,0.46,0.05,3
7822,2020-08-09 17:19:28+00:00,1.29E+18,1.29E+18,-1,0.27,0.58,0.05,0.05,0.05,1
7823,2020-08-09 17:19:24+00:00,1.29E+18,1.29E+18,1,0.05,0.3,0.55,0.05,0.05,2
7824,2020-08-09 17:19:17+00:00,1.29E+18,1.29E+18,1,0.04,0.04,0.04,0.84,0.04,3
7825,2020-08-09 17:19:14+00:00,1.29E+18,1.29E+18,0,0.51,0.03,0.39,0.03,0.03,0
7826,2020-08-09 17:19:14+00:00,1.29E+18,1.29E+18,1,0.1,0.1,0.1,0.1,0.59,4
7827,2020-08-09 17:19:01+00:00,1.29E+18,1.29E+18,1,0.02,0.02,0.7,0.02,0.25,2
7828,2020-08-09 17:18:44+00:00,1.29E+18,1.29E+18,1,0.02,0.02,0.94,0.02,0.02,2
7829,2020-08-09 17:18:36+00:00,1.29E+18,1.29E+18,1,0.05,0.05,0.36,0.05,0.49,4
7830,2020-08-09 17:18:19+00:00,1.29E+18,1.29E+18,0,0.1,0.1,0.6,0.1,0.1,2
7831,2020-08-09 17:17:55+00:00,1.29E+18,1.29E+18,0,0.07,0.07,0.07,0.07,0.73,4
7832,2020-08-09 17:17:55+00:00,1.29E+18,1.29E+18,-1,0.04,0.86,0.03,0.03,0.03,1
7833,2020-08-09 17:17:54+00:00,1.29E+18,1.29E+18,1,0.14,0.01,0.16,0.15,0.54,4
7834,2020-08-09 17:17:46+00:00,1.29E+18,1.29E+18,1,0.03,0.03,0.33,0.58,0.03,3
7835,2020-08-09 17:17:22+00:00,1.29E+18,1.29E+18,0,0.02,0.93,0.02,0.02,0.02,1
7836,2020-08-09 17:17:14+00:00,1.29E+18,1.29E+18,1,0.6,0.1,0.1,0.1,0.1,0
7837,2020-08-09 17:17:08+00:00,1.29E+18,1.29E+18,1,0.03,0.03,0.03,0.03,0.88,4
7838,2020-08-09 17:17:02+00:00,1.29E+18,1.29E+18,0,0.2,0.2,0.2,0.2,0.2,0
7839,2020-08-09 17:16:37+00:00,1.29E+18,1.29E+18,-1,0.01,0.01,0.02,0.44,0.52,4
7840,2020-08-09 17:16:26+00:00,1.29E+18,1.29E+18,0,0.2,0.2,0.2,0.2,0.2,0
7841,2020-08-09 17:16:13+00:00,1.29E+18,1.29E+18,1,0.07,0.07,0.73,0.07,0.07,2
7842,2020-08-09 17:16:09+00:00,1.29E+18,1.29E+18,0,0.05,0.05,0.05,0.8,0.05,3
7843,2020-08-09 17:15:57+00:00,1.29E+18,1.29E+18,-1,0.8,0.05,0.05,0.05,0.05,0
7844,2020-08-09 17:15:52+00:00,1.29E+18,1.29E+18,0,0.2,0.2,0.2,0.2,0.2,0
7845,2020-08-09 17:15:44+00:00,1.29E+18,1.29E+18,1,0.03,0.03,0.72,0.2,0.03,2
7846,2020-08-09 17:15:42+00:00,1.29E+18,1.29E+18,-1,0.02,0.91,0.02,0.02,0.02,1
7847,2020-08-09 17:15:42+00:00,1.29E+18,1.29E+18,0,0.1,0.1,0.1,0.1,0.6,4
7848,2020-08-09 17:15:34+00:00,1.29E+18,1.29E+18,-1,0.73,0.07,0.07,0.07,0.07,0
7849,2020-08-09 17:15:25+00:00,1.29E+18,1.29E+18,1,0.1,0.1,0.1,0.1,0.6,4
7850,2020-08-09 17:15:19+00:00,1.29E+18,1.29E+18,1,0.03,0.03,0.03,0.03,0.87,4
7851,2020-08-09 17:14:58+00:00,1.29E+18,1.29E+18,0,0.1,0.6,0.1,0.1,0.1,1
7852,2020-08-09 17:14:49+00:00,1.29E+18,1.29E+18,1,0.03,0.18,0.5,0.03,0.26,2
7853,2020-08-09 17:14:34+00:00,1.29E+18,1.29E+18,0,0.12,0.82,0.02,0.02,0.02,1
7854,2020-08-09 17:14:24+00:00,1.29E+18,1.29E+18,1,0.05,0.05,0.05,0.8,0.05,3
7855,2020-08-09 17:14:20+00:00,1.29E+18,1.29E+18,-1,0.02,0.86,0.09,0.02,0.02,1
7856,2020-08-09 17:14:15+00:00,1.29E+18,1.29E+18,-1,0.1,0.6,0.1,0.1,0.1,1
7857,2020-08-09 17:14:15+00:00,1.29E+18,1.29E+18,-1,0.03,0.03,0.03,0.88,0.03,3
7858,2020-08-09 17:14:08+00:00,1.29E+18,1.29E+18,1,0.07,0.07,0.07,0.07,0.73,4
7859,2020-08-09 17:14:00+00:00,1.29E+18,1.29E+18,1,0.07,0.07,0.41,0.39,0.07,2
7860,2020-08-09 17:13:29+00:00,1.29E+18,1.29E+18,1,0.83,0.04,0.04,0.04,0.04,0
7861,2020-08-09 17:13:29+00:00,1.29E+18,1.29E+18,1,0.07,0.73,0.07,0.07,0.07,1
7862,2020-08-09 17:13:23+00:00,1.29E+18,1.29E+18,1,0.02,0.02,0.57,0.02,0.37,2
7863,2020-08-09 17:13:19+00:00,1.29E+18,1.29E+18,1,0.1,0.1,0.6,0.1,0.1,2
7864,2020-08-09 17:13:13+00:00,1.29E+18,1.29E+18,0,0.2,0.2,0.2,0.2,0.2,0
7865,2020-08-09 17:13:04+00:00,1.29E+18,1.29E+18,1,0.23,0.03,0.16,0.03,0.56,4
7866,2020-08-09 17:13:02+00:00,1.29E+18,1.29E+18,1,0.03,0.9,0.03,0.03,0.03,1
7867,2020-08-09 17:12:50+00:00,1.29E+18,1.29E+18,-1,0.07,0.43,0.07,0.07,0.37,1
7868,2020-08-09 17:12:22+00:00,1.29E+18,1.29E+18,0,0.04,0.04,0.04,0.42,0.46,4
7869,2020-08-09 17:12:20+00:00,1.29E+18,1.29E+18,-1,0.6,0.1,0.1,0.1,0.1,0
7870,2020-08-09 17:11:58+00:00,1.29E+18,1.29E+18,1,0.03,0.58,0.03,0.35,0.03,1
7871,2020-08-09 17:11:56+00:00,1.29E+18,1.29E+18,0,0.1,0.1,0.1,0.1,0.59,4
7872,2020-08-09 17:11:54+00:00,1.29E+18,1.29E+18,1,0.03,0.56,0.36,0.03,0.03,1
7873,2020-08-09 17:11:54+00:00,1.29E+18,1.29E+18,-1,0.03,0.03,0.21,0.32,0.42,4
7874,2020-08-09 17:11:37+00:00,1.29E+18,1.29E+18,1,0.56,0.05,0.29,0.05,0.05,0
7875,2020-08-09 17:11:14+00:00,1.29E+18,1.29E+18,0,0.1,0.59,0.1,0.1,0.1,1
7876,2020-08-09 17:11:00+00:00,1.29E+18,1.29E+18,1,0.83,0.12,0.02,0.02,0.02,0
7877,2020-08-09 17:10:48+00:00,1.29E+18,1.29E+18,1,0.27,0.64,0.03,0.03,0.03,1
7878,2020-08-09 17:10:29+00:00,1.29E+18,1.29E+18,1,0.02,0.02,0.27,0.68,0.02,3
7879,2020-08-09 17:10:23+00:00,1.29E+18,1.29E+18,1,0.07,0.07,0.44,0.36,0.07,2
7880,2020-08-09 17:10:23+00:00,1.29E+18,1.29E+18,-1,0.03,0.03,0.6,0.03,0.31,2
7881,2020-08-09 17:10:19+00:00,1.29E+18,1.29E+18,-1,0.03,0.88,0.03,0.03,0.03,1
7882,2020-08-09 17:10:15+00:00,1.29E+18,1.29E+18,1,0.3,0.11,0.29,0.28,0.03,0
7883,2020-08-09 17:10:07+00:00,1.29E+18,1.29E+18,1,0.05,0.05,0.05,0.8,0.05,3
7884,2020-08-09 17:09:41+00:00,1.29E+18,1.29E+18,0,0.03,0.86,0.03,0.03,0.03,1
7885,2020-08-09 17:09:31+00:00,1.29E+18,1.29E+18,1,0.02,0.02,0.94,0.02,0.02,2
7886,2020-08-09 17:09:31+00:00,1.29E+18,1.29E+18,-1,0.8,0.05,0.05,0.05,0.05,0
7887,2020-08-09 17:09:24+00:00,1.29E+18,1.29E+18,1,0.1,0.1,0.6,0.1,0.1,2
7888,2020-08-09 17:09:20+00:00,1.29E+18,1.29E+18,0,0.2,0.2,0.2,0.2,0.2,0
7889,2020-08-09 17:09:20+00:00,1.29E+18,1.29E+18,0,0.07,0.73,0.07,0.07,0.07,1
7890,2020-08-09 17:09:16+00:00,1.29E+18,1.29E+18,0,0.02,0.02,0.02,0.56,0.37,3
7891,2020-08-09 17:08:54+00:00,1.29E+18,1.29E+18,-1,0.6,0.1,0.1,0.1,0.1,0
7892,2020-08-09 17:08:53+00:00,1.29E+18,1.29E+18,1,0.02,0.02,0.31,0.29,0.36,4
7893,2020-08-09 17:08:33+00:00,1.29E+18,1.29E+18,-1,0.05,0.05,0.05,0.05,0.8,4
7894,2020-08-09 17:08:22+00:00,1.29E+18,1.29E+18,1,0.02,0.42,0.26,0.28,0.02,1
7895,2020-08-09 17:08:13+00:00,1.29E+18,1.29E+18,0,0.03,0.87,0.03,0.03,0.03,1
7896,2020-08-09 17:07:59+00:00,1.29E+18,1.29E+18,-1,0.79,0.05,0.05,0.05,0.05,0
7897,2020-08-09 17:07:57+00:00,1.29E+18,1.29E+18,1,0.22,0.71,0.02,0.02,0.02,1
7898,2020-08-09 17:07:49+00:00,1.29E+18,1.29E+18,1,0.07,0.07,0.07,0.07,0.73,4
7899,2020-08-09 17:07:45+00:00,1.29E+18,1.29E+18,0,0.04,0.84,0.04,0.04,0.04,1
7900,2020-08-09 17:07:33+00:00,1.29E+18,1.29E+18,-1,0.05,0.05,0.8,0.05,0.05,2
7901,2020-08-09 17:07:32+00:00,1.29E+18,1.29E+18,-1,0.07,0.07,0.07,0.07,0.73,4
7902,2020-08-09 17:07:32+00:00,1.29E+18,1.29E+18,1,0.66,0.02,0.29,0.02,0.02,0
7903,2020-08-09 17:07:29+00:00,1.29E+18,1.29E+18,0,0.1,0.1,0.1,0.1,0.6,4
7904,2020-08-09 17:07:26+00:00,1.29E+18,1.29E+18,1,0.07,0.07,0.07,0.07,0.73,4
7905,2020-08-09 17:07:24+00:00,1.29E+18,1.29E+18,1,0.13,0.03,0.03,0.77,0.03,3
7906,2020-08-09 17:07:11+00:00,1.29E+18,1.29E+18,-1,0.2,0.38,0.22,0.18,0.03,1
7907,2020-08-09 17:07:06+00:00,1.29E+18,1.29E+18,1,0.02,0.31,0.36,0.02,0.29,2
7908,2020-08-09 17:07:06+00:00,1.29E+18,1.29E+18,0,0.07,0.07,0.07,0.73,0.07,3
7909,2020-08-09 17:06:49+00:00,1.29E+18,1.29E+18,1,0.02,0.02,0.91,0.02,0.02,2
7910,2020-08-09 17:06:33+00:00,1.29E+18,1.29E+18,-1,0.02,0.47,0.25,0.24,0.02,1
7911,2020-08-09 17:06:28+00:00,1.29E+18,1.29E+18,1,0.58,0.05,0.27,0.05,0.05,0
7912,2020-08-09 17:06:25+00:00,1.29E+18,1.29E+18,0,0.1,0.6,0.1,0.1,0.1,1
7913,2020-08-09 17:06:24+00:00,1.29E+18,1.29E+18,-1,0.1,0.1,0.6,0.1,0.1,2
7914,2020-08-09 17:06:21+00:00,1.29E+18,1.29E+18,-1,0.02,0.29,0.36,0.02,0.31,2
7915,2020-08-09 17:06:12+00:00,1.29E+18,1.29E+18,0,0.07,0.07,0.73,0.07,0.07,2
7916,2020-08-09 17:06:12+00:00,1.29E+18,1.29E+18,1,0.03,0.03,0.46,0.03,0.45,2
7917,2020-08-09 17:06:01+00:00,1.29E+18,1.29E+18,1,0.02,0.24,0.7,0.02,0.02,2
7918,2020-08-09 17:05:55+00:00,1.29E+18,1.29E+18,0,0.05,0.05,0.05,0.05,0.8,4
7919,2020-08-09 17:05:44+00:00,1.29E+18,1.29E+18,0,0.38,0.56,0.02,0.02,0.02,1
7920,2020-08-09 17:05:43+00:00,1.29E+18,1.29E+18,1,0.03,0.03,0.25,0.68,0.03,3
7921,2020-08-09 17:05:40+00:00,1.29E+18,1.29E+18,1,0.05,0.05,0.8,0.05,0.05,2
7922,2020-08-09 17:05:38+00:00,1.29E+18,1.29E+18,1,0.16,0.48,0.02,0.33,0.02,1
7923,2020-08-09 17:05:37+00:00,1.29E+18,1.29E+18,0,0.29,0.26,0.35,0.05,0.05,2
7924,2020-08-09 17:05:36+00:00,1.29E+18,1.29E+18,-1,0.02,0.02,0.23,0.7,0.02,3
7925,2020-08-09 17:05:35+00:00,1.29E+18,1.29E+18,-1,0.1,0.1,0.1,0.1,0.6,4
7926,2020-08-09 17:05:28+00:00,1.29E+18,1.29E+18,1,0.02,0.48,0.02,0.21,0.28,1
7927,2020-08-09 17:05:23+00:00,1.29E+18,1.29E+18,1,0.07,0.07,0.07,0.07,0.73,4
7928,2020-08-09 17:05:04+00:00,1.29E+18,1.29E+18,0,0.04,0.61,0.27,0.04,0.04,1
7929,2020-08-09 17:05:03+00:00,1.29E+18,1.29E+18,-1,0.1,0.1,0.1,0.1,0.6,4
7930,2020-08-09 17:04:52+00:00,1.29E+18,1.29E+18,1,0.05,0.05,0.05,0.8,0.05,3
7931,2020-08-09 17:04:41+00:00,1.29E+18,1.29E+18,0,0.07,0.07,0.4,0.4,0.07,2
7932,2020-08-09 17:04:29+00:00,1.29E+18,1.29E+18,1,0.2,0.2,0.2,0.2,0.2,0
7933,2020-08-09 17:04:27+00:00,1.29E+18,1.29E+18,-1,0.03,0.03,0.14,0.6,0.21,3
7934,2020-08-09 17:04:23+00:00,1.29E+18,1.29E+18,0,0.1,0.6,0.1,0.1,0.1,1
7935,2020-08-09 17:04:20+00:00,1.29E+18,1.29E+18,1,0.03,0.57,0.35,0.03,0.03,1
7936,2020-08-09 17:04:15+00:00,1.29E+18,1.29E+18,1,0.02,0.02,0.48,0.47,0.02,2
7937,2020-08-09 17:04:12+00:00,1.29E+18,1.29E+18,1,0.27,0.03,0.64,0.03,0.03,2
7938,2020-08-09 17:04:10+00:00,1.29E+18,1.29E+18,1,0.04,0.64,0.24,0.04,0.04,1
7939,2020-08-09 17:04:08+00:00,1.29E+18,1.29E+18,-1,0.54,0.03,0.36,0.03,0.03,0
7940,2020-08-09 17:04:07+00:00,1.29E+18,1.29E+18,0,0.07,0.07,0.07,0.73,0.07,3
7941,2020-08-09 17:03:44+00:00,1.29E+18,1.29E+18,1,0.59,0.02,0.02,0.02,0.34,0
7942,2020-08-09 17:03:43+00:00,1.29E+18,1.29E+18,-1,0.02,0.02,0.02,0.41,0.53,4
7943,2020-08-09 17:03:39+00:00,1.29E+18,1.29E+18,-1,0.03,0.55,0.03,0.03,0.35,1
7944,2020-08-09 17:03:27+00:00,1.29E+18,1.29E+18,1,0.03,0.03,0.86,0.03,0.03,2
7945,2020-08-09 17:03:05+00:00,1.29E+18,1.29E+18,1,0.07,0.41,0.07,0.07,0.38,1
7946,2020-08-09 17:03:00+00:00,1.29E+18,1.29E+18,-1,0.03,0.03,0.88,0.03,0.03,2
7947,2020-08-09 17:02:53+00:00,1.29E+18,1.29E+18,1,0.04,0.04,0.04,0.04,0.84,4
7948,2020-08-09 17:02:52+00:00,1.29E+18,1.29E+18,-1,0.2,0.02,0.02,0.54,0.22,3
7949,2020-08-09 17:02:51+00:00,1.29E+18,1.29E+18,-1,0.23,0.03,0.03,0.4,0.31,3
7950,2020-08-09 17:02:40+00:00,1.29E+18,1.29E+18,1,0.27,0.04,0.04,0.04,0.6,4
7951,2020-08-09 17:02:32+00:00,1.29E+18,1.29E+18,-1,0.03,0.87,0.03,0.03,0.03,1
7952,2020-08-09 17:02:22+00:00,1.29E+18,1.29E+18,-1,0.02,0.02,0.32,0.2,0.43,4
7953,2020-08-09 17:02:20+00:00,1.29E+18,1.29E+18,-1,0.02,0.52,0.02,0.43,0.02,1
7954,2020-08-09 17:02:20+00:00,1.29E+18,1.29E+18,-1,0.02,0.02,0.93,0.02,0.02,2
7955,2020-08-09 17:02:04+00:00,1.29E+18,1.29E+18,-1,0.07,0.07,0.73,0.07,0.07,2
7956,2020-08-09 17:01:59+00:00,1.29E+18,1.29E+18,-1,0.68,0.02,0.02,0.02,0.25,0
7957,2020-08-09 17:01:28+00:00,1.29E+18,1.29E+18,0,0.4,0.07,0.4,0.07,0.07,0
7958,2020-08-09 17:01:27+00:00,1.29E+18,1.29E+18,1,0.07,0.07,0.4,0.07,0.4,2
7959,2020-08-09 17:01:23+00:00,1.29E+18,1.29E+18,1,0.07,0.07,0.73,0.07,0.07,2
7960,2020-08-09 17:01:00+00:00,1.29E+18,1.29E+18,0,0.15,0.78,0.02,0.02,0.02,1
7961,2020-08-09 17:00:55+00:00,1.29E+18,1.29E+18,1,0.07,0.07,0.73,0.07,0.07,2
7962,2020-08-09 17:00:48+00:00,1.29E+18,1.29E+18,1,0.02,0.02,0.02,0.92,0.02,3
7963,2020-08-09 17:00:41+00:00,1.29E+18,1.29E+18,-1,0.05,0.05,0.31,0.05,0.53,4
7964,2020-08-09 17:00:37+00:00,1.29E+18,1.29E+18,1,0.02,0.09,0.02,0.4,0.48,4
7965,2020-08-09 17:00:34+00:00,1.29E+18,1.29E+18,1,0.05,0.05,0.05,0.53,0.31,3
7966,2020-08-09 17:00:21+00:00,1.29E+18,1.29E+18,1,0.02,0.1,0.85,0.02,0.02,2
7967,2020-08-09 17:00:11+00:00,1.29E+18,1.29E+18,1,0.03,0.03,0.44,0.45,0.04,3
7968,2020-08-09 16:59:58+00:00,1.29E+18,1.29E+18,1,0.03,0.03,0.03,0.28,0.65,4
7969,2020-08-09 16:59:51+00:00,1.29E+18,1.29E+18,-1,0.12,0.02,0.02,0.48,0.36,3
7970,2020-08-09 16:59:50+00:00,1.29E+18,1.29E+18,1,0.05,0.05,0.58,0.05,0.27,2
7971,2020-08-09 16:59:50+00:00,1.29E+18,1.29E+18,-1,0.05,0.8,0.05,0.05,0.05,1
7972,2020-08-09 16:59:49+00:00,1.29E+18,1.29E+18,-1,0.55,0.05,0.3,0.05,0.05,0
7973,2020-08-09 16:59:49+00:00,1.29E+18,1.29E+18,1,0.02,0.34,0.6,0.02,0.02,2
7974,2020-08-09 16:59:45+00:00,1.29E+18,1.29E+18,-1,0.1,0.6,0.1,0.1,0.1,1
7975,2020-08-09 16:59:43+00:00,1.29E+18,1.29E+18,1,0.03,0.86,0.03,0.03,0.03,1
7976,2020-08-09 16:59:30+00:00,1.29E+18,1.29E+18,0,0.1,0.6,0.1,0.1,0.1,1
7977,2020-08-09 16:59:13+00:00,1.29E+18,1.29E+18,0,0.04,0.04,0.04,0.04,0.84,4
7978,2020-08-09 16:59:01+00:00,1.29E+18,1.29E+18,1,0.07,0.07,0.44,0.36,0.07,2
7979,2020-08-09 16:58:52+00:00,1.29E+18,1.29E+18,0,0.73,0.07,0.07,0.07,0.07,0
7980,2020-08-09 16:58:38+00:00,1.29E+18,1.29E+18,1,0.02,0.76,0.02,0.02,0.19,1
7981,2020-08-09 16:58:37+00:00,1.29E+18,1.29E+18,-1,0.05,0.05,0.52,0.33,0.05,2
7982,2020-08-09 16:58:33+00:00,1.29E+18,1.29E+18,1,0.25,0.03,0.36,0.35,0.03,2
7983,2020-08-09 16:58:30+00:00,1.29E+18,1.29E+18,0,0.4,0.4,0.07,0.07,0.07,0
7984,2020-08-09 16:58:28+00:00,1.29E+18,1.29E+18,-1,0.05,0.05,0.56,0.29,0.05,2
7985,2020-08-09 16:58:18+00:00,1.29E+18,1.29E+18,0,0.03,0.03,0.03,0.04,0.86,4
7986,2020-08-09 16:58:15+00:00,1.29E+18,1.29E+18,-1,0.72,0.01,0.01,0.01,0.24,0
7987,2020-08-09 16:58:14+00:00,1.29E+18,1.29E+18,-1,0.27,0.17,0.21,0.02,0.32,4
7988,2020-08-09 16:58:02+00:00,1.29E+18,1.29E+18,1,0.02,0.48,0.02,0.45,0.02,1
7989,2020-08-09 16:58:00+00:00,1.29E+18,1.29E+18,1,0.04,0.04,0.31,0.57,0.04,3
7990,2020-08-09 16:57:54+00:00,1.29E+18,1.29E+18,1,0.05,0.05,0.05,0.8,0.05,3
7991,2020-08-09 16:57:50+00:00,1.29E+18,1.29E+18,0,0.1,0.1,0.1,0.59,0.1,3
7992,2020-08-09 16:57:39+00:00,1.29E+18,1.29E+18,-1,0.02,0.27,0.02,0.02,0.66,4
7993,2020-08-09 16:57:37+00:00,1.29E+18,1.29E+18,1,0.04,0.04,0.04,0.84,0.04,3
7994,2020-08-09 16:57:14+00:00,1.29E+18,1.29E+18,0,0.1,0.6,0.1,0.1,0.1,1
7995,2020-08-09 16:57:10+00:00,1.29E+18,1.29E+18,0,0.07,0.73,0.07,0.07,0.07,1
7996,2020-08-09 16:56:58+00:00,1.29E+18,1.29E+18,1,0.12,0.01,0.01,0.5,0.35,3
7997,2020-08-09 16:56:55+00:00,1.29E+18,1.29E+18,1,0.84,0.04,0.04,0.04,0.04,0
7998,2020-08-09 16:56:39+00:00,1.29E+18,1.29E+18,0,0.2,0.2,0.2,0.2,0.2,0
7999,2020-08-09 16:56:34+00:00,1.29E+18,1.29E+18,1,0.03,0.03,0.03,0.27,0.63,4
8000,2020-08-09 16:56:27+00:00,1.29E+18,1.29E+18,0,0.04,0.3,0.04,0.04,0.58,4
8001,2020-08-09 16:56:23+00:00,1.29E+18,1.29E+18,0,0.3,0.3,0.3,0.05,0.05,0
8002,2020-08-09 16:56:09+00:00,1.29E+18,1.29E+18,-1,0.36,0.04,0.04,0.52,0.04,3
8003,2020-08-09 16:55:58+00:00,1.29E+18,1.29E+18,1,0.02,0.26,0.67,0.02,0.02,2
8004,2020-08-09 16:55:57+00:00,1.29E+18,1.29E+18,1,0.07,0.07,0.73,0.07,0.07,2
8005,2020-08-09 16:55:54+00:00,1.29E+18,1.29E+18,-1,0.72,0.07,0.07,0.07,0.07,0
8006,2020-08-09 16:55:50+00:00,1.29E+18,1.29E+18,-1,0.03,0.03,0.04,0.86,0.03,3
8007,2020-08-09 16:55:43+00:00,1.29E+18,1.29E+18,1,0.22,0.03,0.39,0.03,0.33,2
8008,2020-08-09 16:55:35+00:00,1.29E+18,1.29E+18,0,0.1,0.1,0.1,0.6,0.1,3
8009,2020-08-09 16:55:29+00:00,1.29E+18,1.29E+18,1,0.1,0.59,0.1,0.1,0.1,1
8010,2020-08-09 16:55:21+00:00,1.29E+18,1.29E+18,1,0.02,0.34,0.6,0.02,0.02,2
8011,2020-08-09 16:55:17+00:00,1.29E+18,1.29E+18,-1,0.47,0.03,0.45,0.03,0.03,0
8012,2020-08-09 16:55:14+00:00,1.29E+18,1.29E+18,0,0.05,0.05,0.53,0.32,0.05,2
8013,2020-08-09 16:55:10+00:00,1.29E+18,1.29E+18,-1,0.02,0.02,0.38,0.02,0.55,4
8014,2020-08-09 16:55:04+00:00,1.29E+18,1.29E+18,1,0.07,0.07,0.07,0.07,0.73,4
8015,2020-08-09 16:55:03+00:00,1.29E+18,1.29E+18,0,0.2,0.2,0.2,0.2,0.2,0
8016,2020-08-09 16:54:52+00:00,1.29E+18,1.29E+18,-1,0.4,0.07,0.4,0.07,0.07,0
8017,2020-08-09 16:54:39+00:00,1.29E+18,1.29E+18,1,0.38,0.03,0.03,0.03,0.52,4
8018,2020-08-09 16:54:16+00:00,1.29E+18,1.29E+18,1,0.04,0.04,0.48,0.18,0.26,2
8019,2020-08-09 16:54:05+00:00,1.29E+18,1.29E+18,1,0.04,0.18,0.04,0.7,0.04,3
8020,2020-08-09 16:54:00+00:00,1.29E+18,1.29E+18,1,0.02,0.27,0.67,0.02,0.02,2
8021,2020-08-09 16:53:51+00:00,1.29E+18,1.29E+18,-1,0.2,0.2,0.2,0.2,0.2,0
8022,2020-08-09 16:53:45+00:00,1.29E+18,1.29E+18,1,0.83,0.04,0.04,0.04,0.04,0
8023,2020-08-09 16:53:44+00:00,1.29E+18,1.29E+18,0,0.1,0.6,0.1,0.1,0.1,1
8024,2020-08-09 16:53:41+00:00,1.29E+18,1.29E+18,0,0.04,0.04,0.3,0.58,0.04,3
8025,2020-08-09 16:53:26+00:00,1.29E+18,1.29E+18,-1,0.02,0.02,0.02,0.6,0.35,3
8026,2020-08-09 16:53:05+00:00,1.29E+18,1.29E+18,0,0.6,0.1,0.1,0.1,0.1,0
8027,2020-08-09 16:52:59+00:00,1.29E+18,1.29E+18,0,0.03,0.28,0.03,0.62,0.03,3
8028,2020-08-09 16:52:52+00:00,1.29E+18,1.29E+18,0,0.2,0.2,0.2,0.2,0.2,0
8029,2020-08-09 16:52:46+00:00,1.29E+18,1.29E+18,0,0.2,0.2,0.2,0.2,0.2,0
8030,2020-08-09 16:52:39+00:00,1.29E+18,1.29E+18,0,0.6,0.1,0.1,0.1,0.1,0
8031,2020-08-09 16:52:35+00:00,1.29E+18,1.29E+18,-1,0.16,0.02,0.02,0.02,0.77,4
8032,2020-08-09 16:52:32+00:00,1.29E+18,1.29E+18,0,0.03,0.49,0.43,0.03,0.03,1
8033,2020-08-09 16:52:02+00:00,1.29E+18,1.29E+18,1,0.03,0.9,0.03,0.03,0.03,1
8034,2020-08-09 16:51:49+00:00,1.29E+18,1.29E+18,1,0.91,0.02,0.02,0.02,0.02,0
8035,2020-08-09 16:51:43+00:00,1.29E+18,1.29E+18,1,0.07,0.07,0.07,0.07,0.73,4
8036,2020-08-09 16:51:42+00:00,1.29E+18,1.29E+18,0,0.1,0.59,0.1,0.1,0.1,1
8037,2020-08-09 16:51:37+00:00,1.29E+18,1.29E+18,1,0.03,0.03,0.03,0.03,0.87,4
8038,2020-08-09 16:51:33+00:00,1.29E+18,1.29E+18,-1,0.07,0.73,0.07,0.07,0.07,1
8039,2020-08-09 16:51:09+00:00,1.29E+18,1.29E+18,1,0.07,0.07,0.07,0.07,0.73,4
8040,2020-08-09 16:50:56+00:00,1.29E+18,1.29E+18,-1,0.03,0.03,0.03,0.03,0.88,4
8041,2020-08-09 16:50:56+00:00,1.29E+18,1.29E+18,1,0.04,0.44,0.44,0.04,0.04,1
8042,2020-08-09 16:50:34+00:00,1.29E+18,1.29E+18,-1,0.07,0.07,0.4,0.07,0.4,2
