,created_at,id,id_str,sentiment,School_reopening,2020Election,News_State_Economy,Policies_Mask_Safty,General_Critics,dominant_topic
14056,2020-08-10 16:54:14+00:00,1.29E+18,1.29E+18,-1,0.31,0.03,0.03,0.03,0.6,4
14057,2020-08-10 16:54:03+00:00,1.29E+18,1.29E+18,1,0.25,0.45,0.27,0.02,0.02,1
14058,2020-08-10 16:54:00+00:00,1.29E+18,1.29E+18,0,0.87,0.03,0.03,0.03,0.03,0
14059,2020-08-10 16:53:41+00:00,1.29E+18,1.29E+18,1,0.02,0.02,0.27,0.66,0.02,3
14060,2020-08-10 16:53:32+00:00,1.29E+18,1.29E+18,1,0.02,0.02,0.81,0.02,0.13,2
14061,2020-08-10 16:53:32+00:00,1.29E+18,1.29E+18,1,0.07,0.07,0.07,0.73,0.07,3
14062,2020-08-10 16:53:31+00:00,1.29E+18,1.29E+18,0,0.07,0.4,0.39,0.07,0.07,1
14063,2020-08-10 16:53:24+00:00,1.29E+18,1.29E+18,0,0.52,0.18,0.03,0.03,0.23,0
14064,2020-08-10 16:53:21+00:00,1.29E+18,1.29E+18,0,0.03,0.27,0.03,0.64,0.03,3
14065,2020-08-10 16:53:05+00:00,1.29E+18,1.29E+18,1,0.02,0.58,0.36,0.02,0.02,1
14066,2020-08-10 16:53:01+00:00,1.29E+18,1.29E+18,1,0.1,0.1,0.6,0.1,0.1,2
14067,2020-08-10 16:52:49+00:00,1.29E+18,1.29E+18,-1,0.02,0.25,0.02,0.02,0.69,4
14068,2020-08-10 16:52:47+00:00,1.29E+18,1.29E+18,1,0.05,0.05,0.05,0.36,0.49,4
14069,2020-08-10 16:52:17+00:00,1.29E+18,1.29E+18,1,0.73,0.03,0.19,0.03,0.03,0
14070,2020-08-10 16:52:09+00:00,1.29E+18,1.29E+18,-1,0.02,0.02,0.02,0.02,0.91,4
14071,2020-08-10 16:52:07+00:00,1.29E+18,1.29E+18,1,0.03,0.03,0.86,0.04,0.04,2
14072,2020-08-10 16:51:50+00:00,1.29E+18,1.29E+18,1,0.03,0.03,0.03,0.88,0.03,3
14073,2020-08-10 16:51:40+00:00,1.29E+18,1.29E+18,0,0.03,0.03,0.03,0.36,0.55,4
14074,2020-08-10 16:51:31+00:00,1.29E+18,1.29E+18,-1,0.87,0.03,0.03,0.03,0.03,0
14075,2020-08-10 16:51:23+00:00,1.29E+18,1.29E+18,0,0.14,0.13,0.02,0.7,0.02,3
14076,2020-08-10 16:51:21+00:00,1.29E+18,1.29E+18,1,0.02,0.91,0.02,0.02,0.02,1
14077,2020-08-10 16:51:20+00:00,1.29E+18,1.29E+18,-1,0.02,0.65,0.02,0.29,0.02,1
14078,2020-08-10 16:51:12+00:00,1.29E+18,1.29E+18,1,0.21,0.02,0.02,0.73,0.02,3
14079,2020-08-10 16:51:12+00:00,1.29E+18,1.29E+18,1,0.03,0.03,0.59,0.03,0.32,2
14080,2020-08-10 16:50:55+00:00,1.29E+18,1.29E+18,1,0.13,0.62,0.01,0.01,0.22,1
14081,2020-08-10 16:50:42+00:00,1.29E+18,1.29E+18,0,0.03,0.03,0.03,0.37,0.56,4
14082,2020-08-10 16:50:32+00:00,1.29E+18,1.29E+18,-1,0.37,0.03,0.03,0.34,0.23,0
14083,2020-08-10 16:50:30+00:00,1.29E+18,1.29E+18,0,0.1,0.6,0.1,0.1,0.1,1
14084,2020-08-10 16:50:23+00:00,1.29E+18,1.29E+18,1,0.04,0.04,0.04,0.04,0.84,4
14085,2020-08-10 16:50:09+00:00,1.29E+18,1.29E+18,-1,0.03,0.03,0.03,0.9,0.03,3
14086,2020-08-10 16:50:02+00:00,1.29E+18,1.29E+18,0,0.6,0.1,0.1,0.1,0.1,0
14087,2020-08-10 16:49:53+00:00,1.29E+18,1.29E+18,0,0.1,0.1,0.1,0.1,0.6,4
14088,2020-08-10 16:49:49+00:00,1.29E+18,1.29E+18,1,0.44,0.03,0.03,0.47,0.03,3
14089,2020-08-10 16:49:44+00:00,1.29E+18,1.29E+18,1,0.1,0.1,0.1,0.1,0.6,4
14090,2020-08-10 16:49:43+00:00,1.29E+18,1.29E+18,0,0.04,0.04,0.84,0.04,0.04,2
14091,2020-08-10 16:49:33+00:00,1.29E+18,1.29E+18,1,0.03,0.38,0.26,0.03,0.29,1
14092,2020-08-10 16:49:27+00:00,1.29E+18,1.29E+18,1,0.57,0.03,0.03,0.03,0.34,0
14093,2020-08-10 16:49:15+00:00,1.29E+18,1.29E+18,1,0.1,0.1,0.6,0.1,0.1,2
14094,2020-08-10 16:49:08+00:00,1.29E+18,1.29E+18,1,0.25,0.02,0.02,0.02,0.68,4
14095,2020-08-10 16:49:06+00:00,1.29E+18,1.29E+18,1,0.07,0.07,0.33,0.46,0.07,3
14096,2020-08-10 16:48:58+00:00,1.29E+18,1.29E+18,1,0.91,0.02,0.02,0.02,0.02,0
14097,2020-08-10 16:48:58+00:00,1.29E+18,1.29E+18,1,0.04,0.04,0.04,0.84,0.04,3
14098,2020-08-10 16:48:53+00:00,1.29E+18,1.29E+18,1,0.02,0.02,0.36,0.46,0.15,3
14099,2020-08-10 16:48:53+00:00,1.29E+18,1.29E+18,1,0.04,0.04,0.04,0.42,0.46,4
14100,2020-08-10 16:48:52+00:00,1.29E+18,1.29E+18,1,0.88,0.03,0.03,0.03,0.03,0
14101,2020-08-10 16:48:51+00:00,1.29E+18,1.29E+18,0,0.2,0.2,0.2,0.2,0.2,0
14102,2020-08-10 16:48:51+00:00,1.29E+18,1.29E+18,1,0.03,0.88,0.03,0.03,0.03,1
14103,2020-08-10 16:48:40+00:00,1.29E+18,1.29E+18,-1,0.85,0.02,0.02,0.02,0.11,0
14104,2020-08-10 16:48:33+00:00,1.29E+18,1.29E+18,1,0.46,0.02,0.24,0.02,0.27,0
14105,2020-08-10 16:48:28+00:00,1.29E+18,1.29E+18,1,0.92,0.02,0.02,0.02,0.02,0
14106,2020-08-10 16:48:26+00:00,1.29E+18,1.29E+18,1,0.02,0.21,0.72,0.02,0.02,2
14107,2020-08-10 16:48:22+00:00,1.29E+18,1.29E+18,1,0.03,0.39,0.03,0.52,0.03,3
14108,2020-08-10 16:48:15+00:00,1.29E+18,1.29E+18,1,0.02,0.02,0.17,0.02,0.77,4
14109,2020-08-10 16:48:06+00:00,1.29E+18,1.29E+18,1,0.02,0.02,0.02,0.78,0.16,3
14110,2020-08-10 16:48:04+00:00,1.29E+18,1.29E+18,-1,0.05,0.05,0.05,0.05,0.8,4
14111,2020-08-10 16:47:57+00:00,1.29E+18,1.29E+18,-1,0.54,0.31,0.05,0.05,0.05,0
14112,2020-08-10 16:47:47+00:00,1.29E+18,1.29E+18,0,0.04,0.04,0.44,0.04,0.44,2
14113,2020-08-10 16:47:37+00:00,1.29E+18,1.29E+18,1,0.02,0.71,0.24,0.02,0.02,1
14114,2020-08-10 16:47:36+00:00,1.29E+18,1.29E+18,1,0.88,0.03,0.03,0.03,0.03,0
14115,2020-08-10 16:47:34+00:00,1.29E+18,1.29E+18,1,0.28,0.03,0.49,0.17,0.03,2
14116,2020-08-10 16:47:34+00:00,1.29E+18,1.29E+18,1,0.07,0.07,0.4,0.07,0.4,2
14117,2020-08-10 16:47:16+00:00,1.29E+18,1.29E+18,0,0.03,0.48,0.03,0.03,0.44,1
14118,2020-08-10 16:47:07+00:00,1.29E+18,1.29E+18,1,0.02,0.12,0.53,0.32,0.02,2
14119,2020-08-10 16:47:03+00:00,1.29E+18,1.29E+18,1,0.03,0.03,0.86,0.03,0.03,2
14120,2020-08-10 16:47:00+00:00,1.29E+18,1.29E+18,0,0.2,0.2,0.2,0.2,0.2,0
14121,2020-08-10 16:46:56+00:00,1.29E+18,1.29E+18,1,0.34,0.02,0.02,0.6,0.02,3
14122,2020-08-10 16:46:52+00:00,1.29E+18,1.29E+18,0,0.73,0.07,0.07,0.07,0.07,0
14123,2020-08-10 16:46:48+00:00,1.29E+18,1.29E+18,0,0.05,0.8,0.05,0.05,0.05,1
14124,2020-08-10 16:46:47+00:00,1.29E+18,1.29E+18,0,0.03,0.35,0.57,0.03,0.03,2
14125,2020-08-10 16:46:39+00:00,1.29E+18,1.29E+18,1,0.38,0.03,0.03,0.52,0.03,3
14126,2020-08-10 16:46:36+00:00,1.29E+18,1.29E+18,0,0.79,0.05,0.05,0.05,0.05,0
14127,2020-08-10 16:46:35+00:00,1.29E+18,1.29E+18,1,0.02,0.16,0.4,0.17,0.25,2
14128,2020-08-10 16:46:34+00:00,1.29E+18,1.29E+18,1,0.03,0.03,0.03,0.4,0.51,4
14129,2020-08-10 16:46:04+00:00,1.29E+18,1.29E+18,-1,0.49,0.05,0.05,0.05,0.35,0
14130,2020-08-10 16:46:04+00:00,1.29E+18,1.29E+18,-1,0.03,0.43,0.47,0.03,0.03,2
14131,2020-08-10 16:45:37+00:00,1.29E+18,1.29E+18,0,0.07,0.73,0.07,0.07,0.07,1
14132,2020-08-10 16:45:34+00:00,1.29E+18,1.29E+18,-1,0.22,0.42,0.02,0.02,0.32,1
14133,2020-08-10 16:45:33+00:00,1.29E+18,1.29E+18,1,0.05,0.79,0.05,0.05,0.05,1
14134,2020-08-10 16:45:32+00:00,1.29E+18,1.29E+18,1,0.4,0.07,0.07,0.07,0.4,0
14135,2020-08-10 16:45:31+00:00,1.29E+18,1.29E+18,1,0.07,0.07,0.44,0.36,0.07,2
14136,2020-08-10 16:45:25+00:00,1.29E+18,1.29E+18,0,0.1,0.1,0.6,0.1,0.1,2
14137,2020-08-10 16:45:25+00:00,1.29E+18,1.29E+18,0,0.07,0.07,0.07,0.07,0.73,4
14138,2020-08-10 16:45:24+00:00,1.29E+18,1.29E+18,0,0.07,0.73,0.07,0.07,0.07,1
14139,2020-08-10 16:45:16+00:00,1.29E+18,1.29E+18,1,0.87,0.03,0.03,0.03,0.03,0
14140,2020-08-10 16:45:15+00:00,1.29E+18,1.29E+18,1,0.05,0.05,0.26,0.58,0.05,3
14141,2020-08-10 16:45:04+00:00,1.29E+18,1.29E+18,0,0.1,0.1,0.6,0.1,0.1,2
14142,2020-08-10 16:45:04+00:00,1.29E+18,1.29E+18,1,0.04,0.68,0.04,0.2,0.04,1
14143,2020-08-10 16:45:03+00:00,1.29E+18,1.29E+18,-1,0.53,0.39,0.03,0.03,0.03,0
14144,2020-08-10 16:45:00+00:00,1.29E+18,1.29E+18,1,0.47,0.46,0.02,0.02,0.02,0
14145,2020-08-10 16:44:46+00:00,1.29E+18,1.29E+18,0,0.2,0.2,0.2,0.2,0.2,0
14146,2020-08-10 16:44:45+00:00,1.29E+18,1.29E+18,0,0.07,0.52,0.27,0.07,0.07,1
14147,2020-08-10 16:44:34+00:00,1.29E+18,1.29E+18,1,0.05,0.05,0.8,0.05,0.05,2
14148,2020-08-10 16:44:33+00:00,1.29E+18,1.29E+18,1,0.02,0.3,0.63,0.02,0.02,2
14149,2020-08-10 16:44:26+00:00,1.29E+18,1.29E+18,1,0.02,0.72,0.02,0.02,0.22,1
14150,2020-08-10 16:44:13+00:00,1.29E+18,1.29E+18,-1,0.7,0.02,0.25,0.02,0.02,0
14151,2020-08-10 16:44:08+00:00,1.29E+18,1.29E+18,-1,0.02,0.7,0.23,0.02,0.02,1
14152,2020-08-10 16:44:08+00:00,1.29E+18,1.29E+18,1,0.32,0.41,0.03,0.03,0.21,1
14153,2020-08-10 16:44:08+00:00,1.29E+18,1.29E+18,1,0.1,0.1,0.1,0.6,0.1,3
14154,2020-08-10 16:43:53+00:00,1.29E+18,1.29E+18,1,0.05,0.05,0.05,0.05,0.8,4
14155,2020-08-10 16:43:48+00:00,1.29E+18,1.29E+18,1,0.47,0.03,0.21,0.03,0.27,0
14156,2020-08-10 16:43:43+00:00,1.29E+18,1.29E+18,1,0.3,0.02,0.02,0.63,0.02,3
14157,2020-08-10 16:43:36+00:00,1.29E+18,1.29E+18,1,0.02,0.2,0.02,0.74,0.02,3
14158,2020-08-10 16:43:33+00:00,1.29E+18,1.29E+18,-1,0.03,0.23,0.03,0.03,0.67,4
14159,2020-08-10 16:43:26+00:00,1.29E+18,1.29E+18,-1,0.1,0.1,0.1,0.1,0.6,4
14160,2020-08-10 16:43:16+00:00,1.29E+18,1.29E+18,1,0.3,0.05,0.05,0.55,0.05,3
14161,2020-08-10 16:43:06+00:00,1.29E+18,1.29E+18,0,0.66,0.03,0.23,0.03,0.04,0
14162,2020-08-10 16:42:55+00:00,1.29E+18,1.29E+18,0,0.43,0.51,0.02,0.02,0.02,1
14163,2020-08-10 16:42:55+00:00,1.29E+18,1.29E+18,1,0.03,0.68,0.22,0.03,0.03,1
14164,2020-08-10 16:42:43+00:00,1.29E+18,1.29E+18,1,0.03,0.03,0.03,0.46,0.46,3
14165,2020-08-10 16:42:42+00:00,1.29E+18,1.29E+18,0,0.1,0.1,0.6,0.1,0.1,2
14166,2020-08-10 16:42:42+00:00,1.29E+18,1.29E+18,-1,0.07,0.4,0.07,0.07,0.39,1
14167,2020-08-10 16:42:34+00:00,1.29E+18,1.29E+18,-1,0.41,0.02,0.26,0.29,0.02,0
14168,2020-08-10 16:42:30+00:00,1.29E+18,1.29E+18,1,0.2,0.2,0.2,0.2,0.2,0
14169,2020-08-10 16:42:26+00:00,1.29E+18,1.29E+18,0,0.53,0.16,0.02,0.27,0.02,0
14170,2020-08-10 16:42:21+00:00,1.29E+18,1.29E+18,-1,0.07,0.07,0.73,0.07,0.07,2
14171,2020-08-10 16:42:20+00:00,1.29E+18,1.29E+18,0,0.2,0.2,0.2,0.2,0.2,0
14172,2020-08-10 16:42:20+00:00,1.29E+18,1.29E+18,1,0.02,0.93,0.02,0.02,0.02,1
14173,2020-08-10 16:42:19+00:00,1.29E+18,1.29E+18,1,0.65,0.02,0.02,0.28,0.02,0
14174,2020-08-10 16:42:18+00:00,1.29E+18,1.29E+18,1,0.4,0.4,0.07,0.07,0.07,0
14175,2020-08-10 16:42:10+00:00,1.29E+18,1.29E+18,-1,0.05,0.32,0.05,0.05,0.53,4
14176,2020-08-10 16:42:08+00:00,1.29E+18,1.29E+18,1,0.49,0.03,0.42,0.03,0.03,0
14177,2020-08-10 16:42:06+00:00,1.29E+18,1.29E+18,0,0.02,0.02,0.18,0.02,0.75,4
14178,2020-08-10 16:41:55+00:00,1.29E+18,1.29E+18,-1,0.31,0.03,0.03,0.03,0.62,4
14179,2020-08-10 16:41:55+00:00,1.29E+18,1.29E+18,1,0.1,0.1,0.6,0.1,0.1,2
14180,2020-08-10 16:41:43+00:00,1.29E+18,1.29E+18,1,0.91,0.02,0.02,0.02,0.02,0
14181,2020-08-10 16:41:43+00:00,1.29E+18,1.29E+18,-1,0.05,0.05,0.05,0.47,0.38,3
14182,2020-08-10 16:41:39+00:00,1.29E+18,1.29E+18,0,0.2,0.2,0.2,0.2,0.2,0
14183,2020-08-10 16:41:32+00:00,1.29E+18,1.29E+18,1,0.03,0.03,0.52,0.03,0.39,2
14184,2020-08-10 16:41:28+00:00,1.29E+18,1.29E+18,0,0.2,0.2,0.2,0.2,0.2,0
14185,2020-08-10 16:41:28+00:00,1.29E+18,1.29E+18,-1,0.03,0.03,0.12,0.03,0.8,4
14186,2020-08-10 16:41:23+00:00,1.29E+18,1.29E+18,0,0.1,0.1,0.6,0.1,0.1,2
14187,2020-08-10 16:41:19+00:00,1.29E+18,1.29E+18,0,0.1,0.1,0.1,0.6,0.1,3
14188,2020-08-10 16:41:05+00:00,1.29E+18,1.29E+18,-1,0.6,0.1,0.1,0.1,0.1,0
14189,2020-08-10 16:40:55+00:00,1.29E+18,1.29E+18,0,0.1,0.59,0.1,0.1,0.1,1
14190,2020-08-10 16:40:52+00:00,1.29E+18,1.29E+18,0,0.1,0.1,0.1,0.6,0.1,3
14191,2020-08-10 16:40:46+00:00,1.29E+18,1.29E+18,1,0.6,0.1,0.1,0.1,0.1,0
14192,2020-08-10 16:40:42+00:00,1.29E+18,1.29E+18,1,0.02,0.82,0.12,0.02,0.02,1
14193,2020-08-10 16:40:38+00:00,1.29E+18,1.29E+18,0,0.1,0.1,0.1,0.6,0.1,3
14194,2020-08-10 16:40:14+00:00,1.29E+18,1.29E+18,-1,0.05,0.05,0.05,0.05,0.8,4
14195,2020-08-10 16:40:12+00:00,1.29E+18,1.29E+18,0,0.24,0.04,0.04,0.64,0.04,3
14196,2020-08-10 16:40:01+00:00,1.29E+18,1.29E+18,1,0.03,0.03,0.36,0.54,0.03,3
14197,2020-08-10 16:39:51+00:00,1.29E+18,1.29E+18,-1,0.33,0.03,0.03,0.03,0.59,4
14198,2020-08-10 16:39:51+00:00,1.29E+18,1.29E+18,0,0.2,0.2,0.2,0.2,0.2,0
14199,2020-08-10 16:39:40+00:00,1.29E+18,1.29E+18,0,0.1,0.6,0.1,0.1,0.1,1
14200,2020-08-10 16:39:20+00:00,1.29E+18,1.29E+18,1,0.07,0.73,0.07,0.07,0.07,1
14201,2020-08-10 16:39:12+00:00,1.29E+18,1.29E+18,1,0.28,0.02,0.02,0.67,0.02,3
14202,2020-08-10 16:38:58+00:00,1.29E+18,1.29E+18,1,0.07,0.07,0.73,0.07,0.07,2
14203,2020-08-10 16:38:54+00:00,1.29E+18,1.29E+18,-1,0.02,0.02,0.02,0.37,0.56,4
14204,2020-08-10 16:38:54+00:00,1.29E+18,1.29E+18,1,0.03,0.28,0.27,0.39,0.03,3
14205,2020-08-10 16:38:49+00:00,1.29E+18,1.29E+18,1,0.04,0.04,0.04,0.84,0.04,3
14206,2020-08-10 16:38:43+00:00,1.29E+18,1.29E+18,-1,0.22,0.48,0.24,0.03,0.03,1
14207,2020-08-10 16:38:41+00:00,1.29E+18,1.29E+18,1,0.07,0.07,0.73,0.07,0.07,2
14208,2020-08-10 16:38:40+00:00,1.29E+18,1.29E+18,1,0.02,0.02,0.02,0.91,0.02,3
14209,2020-08-10 16:38:26+00:00,1.29E+18,1.29E+18,1,0.7,0.26,0.01,0.01,0.01,0
14210,2020-08-10 16:38:24+00:00,1.29E+18,1.29E+18,1,0.64,0.02,0.02,0.3,0.02,0
14211,2020-08-10 16:38:19+00:00,1.29E+18,1.29E+18,-1,0.03,0.18,0.03,0.48,0.27,3
14212,2020-08-10 16:38:13+00:00,1.29E+18,1.29E+18,1,0.01,0.01,0.01,0.95,0.01,3
14213,2020-08-10 16:38:09+00:00,1.29E+18,1.29E+18,-1,0.79,0.05,0.05,0.05,0.05,0
14214,2020-08-10 16:38:06+00:00,1.29E+18,1.29E+18,1,0.05,0.05,0.05,0.43,0.42,3
14215,2020-08-10 16:38:06+00:00,1.29E+18,1.29E+18,-1,0.02,0.22,0.44,0.02,0.3,2
14216,2020-08-10 16:38:00+00:00,1.29E+18,1.29E+18,1,0.05,0.05,0.05,0.8,0.05,3
14217,2020-08-10 16:37:55+00:00,1.29E+18,1.29E+18,-1,0.04,0.04,0.04,0.84,0.04,3
14218,2020-08-10 16:37:49+00:00,1.29E+18,1.29E+18,1,0.48,0.03,0.03,0.03,0.43,0
14219,2020-08-10 16:37:47+00:00,1.29E+18,1.29E+18,1,0.1,0.1,0.1,0.59,0.1,3
14220,2020-08-10 16:37:47+00:00,1.29E+18,1.29E+18,1,0.03,0.03,0.26,0.03,0.65,4
14221,2020-08-10 16:37:38+00:00,1.29E+18,1.29E+18,0,0.39,0.07,0.41,0.07,0.07,2
14222,2020-08-10 16:37:37+00:00,1.29E+18,1.29E+18,1,0.05,0.8,0.05,0.05,0.05,1
14223,2020-08-10 16:37:25+00:00,1.29E+18,1.29E+18,-1,0.03,0.03,0.03,0.88,0.03,3
14224,2020-08-10 16:37:25+00:00,1.29E+18,1.29E+18,1,0.02,0.02,0.02,0.6,0.34,3
14225,2020-08-10 16:37:21+00:00,1.29E+18,1.29E+18,0,0.04,0.7,0.04,0.18,0.04,1
14226,2020-08-10 16:37:20+00:00,1.29E+18,1.29E+18,1,0.03,0.47,0.03,0.03,0.45,1
14227,2020-08-10 16:37:10+00:00,1.29E+18,1.29E+18,1,0.04,0.63,0.04,0.24,0.04,1
14228,2020-08-10 16:37:08+00:00,1.29E+18,1.29E+18,1,0.27,0.04,0.61,0.04,0.04,2
14229,2020-08-10 16:36:54+00:00,1.29E+18,1.29E+18,0,0.07,0.07,0.07,0.07,0.73,4
14230,2020-08-10 16:36:53+00:00,1.29E+18,1.29E+18,-1,0.05,0.8,0.05,0.05,0.05,1
14231,2020-08-10 16:36:43+00:00,1.29E+18,1.29E+18,1,0.01,0.67,0.01,0.01,0.29,1
14232,2020-08-10 16:36:39+00:00,1.29E+18,1.29E+18,1,0.07,0.07,0.73,0.07,0.07,2
14233,2020-08-10 16:36:20+00:00,1.29E+18,1.29E+18,1,0.1,0.1,0.1,0.1,0.6,4
14234,2020-08-10 16:36:20+00:00,1.29E+18,1.29E+18,0,0.03,0.03,0.03,0.88,0.03,3
14235,2020-08-10 16:36:08+00:00,1.29E+18,1.29E+18,-1,0.51,0.05,0.05,0.34,0.05,0
14236,2020-08-10 16:36:08+00:00,1.29E+18,1.29E+18,1,0.02,0.02,0.78,0.02,0.16,2
14237,2020-08-10 16:35:52+00:00,1.29E+18,1.29E+18,0,0.1,0.1,0.6,0.1,0.1,2
14238,2020-08-10 16:35:49+00:00,1.29E+18,1.29E+18,1,0.04,0.04,0.04,0.84,0.04,3
14239,2020-08-10 16:35:41+00:00,1.29E+18,1.29E+18,0,0.1,0.1,0.1,0.1,0.6,4
14240,2020-08-10 16:35:30+00:00,1.29E+18,1.29E+18,1,0.23,0.21,0.53,0.02,0.02,2
14241,2020-08-10 16:35:29+00:00,1.29E+18,1.29E+18,0,0.07,0.07,0.07,0.07,0.73,4
14242,2020-08-10 16:35:28+00:00,1.29E+18,1.29E+18,0,0.1,0.6,0.1,0.1,0.1,1
14243,2020-08-10 16:35:28+00:00,1.29E+18,1.29E+18,-1,0.7,0.23,0.02,0.02,0.02,0
14244,2020-08-10 16:35:27+00:00,1.29E+18,1.29E+18,1,0.33,0.47,0.07,0.07,0.07,1
14245,2020-08-10 16:35:26+00:00,1.29E+18,1.29E+18,-1,0.2,0.2,0.2,0.2,0.2,0
14246,2020-08-10 16:35:20+00:00,1.29E+18,1.29E+18,1,0.05,0.05,0.55,0.05,0.3,2
14247,2020-08-10 16:35:18+00:00,1.29E+18,1.29E+18,1,0.04,0.84,0.04,0.04,0.04,1
14248,2020-08-10 16:35:11+00:00,1.29E+18,1.29E+18,-1,0.02,0.02,0.02,0.72,0.22,3
14249,2020-08-10 16:35:04+00:00,1.29E+18,1.29E+18,0,0.1,0.1,0.1,0.1,0.59,4
14250,2020-08-10 16:35:01+00:00,1.29E+18,1.29E+18,-1,0.03,0.23,0.03,0.69,0.03,3
14251,2020-08-10 16:34:47+00:00,1.29E+18,1.29E+18,-1,0.13,0.02,0.11,0.72,0.02,3
14252,2020-08-10 16:34:47+00:00,1.29E+18,1.29E+18,0,0.45,0.31,0.03,0.18,0.03,0
14253,2020-08-10 16:34:44+00:00,1.29E+18,1.29E+18,1,0.2,0.2,0.2,0.2,0.2,0
14254,2020-08-10 16:34:43+00:00,1.29E+18,1.29E+18,1,0.03,0.03,0.31,0.03,0.59,4
14255,2020-08-10 16:34:37+00:00,1.29E+18,1.29E+18,-1,0.02,0.74,0.19,0.02,0.02,1
14256,2020-08-10 16:34:36+00:00,1.29E+18,1.29E+18,1,0.01,0.51,0.01,0.3,0.16,1
14257,2020-08-10 16:34:15+00:00,1.29E+18,1.29E+18,0,0.1,0.6,0.1,0.1,0.1,1
14258,2020-08-10 16:34:15+00:00,1.29E+18,1.29E+18,-1,0.23,0.03,0.35,0.03,0.37,4
14259,2020-08-10 16:34:14+00:00,1.29E+18,1.29E+18,1,0.02,0.02,0.02,0.6,0.34,3
14260,2020-08-10 16:34:09+00:00,1.29E+18,1.29E+18,1,0.1,0.1,0.1,0.6,0.1,3
14261,2020-08-10 16:34:07+00:00,1.29E+18,1.29E+18,-1,0.04,0.04,0.84,0.04,0.04,2
14262,2020-08-10 16:33:59+00:00,1.29E+18,1.29E+18,0,0.2,0.2,0.2,0.2,0.2,0
14263,2020-08-10 16:33:53+00:00,1.29E+18,1.29E+18,-1,0.15,0.03,0.03,0.03,0.76,4
14264,2020-08-10 16:33:45+00:00,1.29E+18,1.29E+18,0,0.8,0.05,0.05,0.05,0.05,0
14265,2020-08-10 16:33:27+00:00,1.29E+18,1.29E+18,1,0.1,0.1,0.1,0.1,0.59,4
14266,2020-08-10 16:33:05+00:00,1.29E+18,1.29E+18,-1,0.3,0.04,0.04,0.04,0.58,4
14267,2020-08-10 16:33:00+00:00,1.29E+18,1.29E+18,1,0.03,0.03,0.87,0.03,0.03,2
14268,2020-08-10 16:32:54+00:00,1.29E+18,1.29E+18,0,0.04,0.04,0.04,0.84,0.04,3
14269,2020-08-10 16:32:46+00:00,1.29E+18,1.29E+18,1,0.05,0.8,0.05,0.05,0.05,1
14270,2020-08-10 16:32:42+00:00,1.29E+18,1.29E+18,-1,0.38,0.47,0.05,0.05,0.05,1
14271,2020-08-10 16:32:35+00:00,1.29E+18,1.29E+18,1,0.2,0.2,0.2,0.2,0.2,0
14272,2020-08-10 16:32:34+00:00,1.29E+18,1.29E+18,-1,0.04,0.04,0.83,0.04,0.04,2
14273,2020-08-10 16:32:33+00:00,1.29E+18,1.29E+18,1,0.02,0.02,0.94,0.02,0.02,2
14274,2020-08-10 16:32:31+00:00,1.29E+18,1.29E+18,-1,0.43,0.25,0.03,0.25,0.03,0
14275,2020-08-10 16:32:22+00:00,1.29E+18,1.29E+18,1,0.03,0.03,0.87,0.03,0.03,2
14276,2020-08-10 16:32:11+00:00,1.29E+18,1.29E+18,1,0.1,0.1,0.1,0.1,0.6,4
14277,2020-08-10 16:31:54+00:00,1.29E+18,1.29E+18,0,0.1,0.1,0.1,0.1,0.6,4
14278,2020-08-10 16:31:51+00:00,1.29E+18,1.29E+18,-1,0.58,0.02,0.37,0.02,0.02,0
14279,2020-08-10 16:31:49+00:00,1.29E+18,1.29E+18,1,0.1,0.1,0.1,0.6,0.1,3
14280,2020-08-10 16:31:40+00:00,1.29E+18,1.29E+18,1,0.07,0.41,0.07,0.07,0.38,1
14281,2020-08-10 16:31:27+00:00,1.29E+18,1.29E+18,0,0.05,0.05,0.05,0.49,0.36,3
14282,2020-08-10 16:31:23+00:00,1.29E+18,1.29E+18,1,0.01,0.01,0.55,0.02,0.41,2
14283,2020-08-10 16:31:20+00:00,1.29E+18,1.29E+18,0,0.04,0.04,0.83,0.04,0.04,2
14284,2020-08-10 16:31:16+00:00,1.29E+18,1.29E+18,0,0.05,0.05,0.8,0.05,0.05,2
14285,2020-08-10 16:31:09+00:00,1.29E+18,1.29E+18,0,0.04,0.04,0.62,0.26,0.04,2
14286,2020-08-10 16:31:00+00:00,1.29E+18,1.29E+18,-1,0.32,0.05,0.53,0.05,0.05,2
14287,2020-08-10 16:30:50+00:00,1.29E+18,1.29E+18,1,0.57,0.03,0.03,0.34,0.03,0
14288,2020-08-10 16:30:48+00:00,1.29E+18,1.29E+18,0,0.29,0.04,0.04,0.04,0.59,4
14289,2020-08-10 16:30:32+00:00,1.29E+18,1.29E+18,-1,0.17,0.46,0.01,0.24,0.12,1
14290,2020-08-10 16:30:30+00:00,1.29E+18,1.29E+18,1,0.6,0.1,0.1,0.1,0.1,0
14291,2020-08-10 16:30:27+00:00,1.29E+18,1.29E+18,1,0.07,0.42,0.07,0.38,0.07,1
14292,2020-08-10 16:30:21+00:00,1.29E+18,1.29E+18,1,0.42,0.07,0.07,0.38,0.07,0
14293,2020-08-10 16:30:08+00:00,1.29E+18,1.29E+18,1,0.53,0.02,0.02,0.02,0.4,0
14294,2020-08-10 16:29:59+00:00,1.29E+18,1.29E+18,0,0.05,0.05,0.05,0.05,0.8,4
